Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Home_PPDA,Away_PPDA
20/12/2025,Osasuna,Alaves,3,0,H,0,0,D,César Soto,16,7,7,3,16,11,9,0,2,2,0,0,2.2,3.0,3.7,7.531,12.667
20/12/2025,Real Madrid,Sevilla,2,0,H,1,0,H,Alejandro Muñíz,18,14,8,5,13,19,6,5,2,5,0,1,1.2,7.0,12.0,12.696,12.333
21/12/2025,Girona,Ath Madrid,0,3,A,0,2,A,José Guzmán,9,14,2,6,7,14,3,4,2,0,0,0,5.0,4.0,1.67,13.619,12.64
21/12/2025,Villarreal,Barcelona,0,2,A,0,1,A,Javier Alberola,14,19,5,5,10,8,5,10,1,1,1,0,3.4,4.75,1.83,26.267,5.053
21/12/2025,Elche,Vallecano,4,0,H,1,0,H,Adrián Cordero,18,18,6,8,15,11,4,5,2,3,0,0,2.4,3.1,3.2,9.652,6.917
21/12/2025,Betis,Getafe,4,0,H,1,0,H,Miguel Sesma,19,15,8,3,13,12,7,5,0,1,0,0,1.7,3.5,5.5,9.4,8.269
22/12/2025,Ath Bilbao,Espanol,1,2,A,1,1,D,Mateo Busquets,17,10,7,5,10,9,8,4,5,2,0,0,1.75,3.6,5.0,7.136,15.412
02/01/2026,Vallecano,Getafe,1,1,D,1,0,H,Miguel Ángel Ortiz Arias,13,12,4,4,13,10,3,2,3,4,0,0,2.05,2.9,4.5,5.0,15.889
03/01/2026,Celta,Valencia,4,1,H,1,0,H,Ricardo de Burgos,12,16,6,5,10,9,2,4,1,3,0,0,2.0,3.3,4.0,15.522,14.412
03/01/2026,Osasuna,Ath Bilbao,1,1,D,1,0,H,José Luis Munuera,11,16,4,6,12,19,1,9,3,3,0,0,3.0,2.9,2.63,13.5,6.875
03/01/2026,Elche,Villarreal,1,3,A,1,2,A,Isidro Díaz de Mera,15,12,2,4,8,11,6,2,3,3,0,0,3.2,3.5,2.2,3.769,19.895
03/01/2026,Espanol,Barcelona,0,2,A,0,0,D,Víctor García,14,15,7,6,10,14,5,7,1,0,0,0,5.25,4.75,1.5,18.5,4.96
04/01/2026,Sevilla,Levante,0,3,A,0,1,A,Iosu Galech,15,6,7,4,16,10,5,1,3,4,0,0,1.75,3.6,4.75,7.905,14.789
04/01/2026,Real Madrid,Betis,5,1,H,1,0,H,Alejandro Hernández,19,13,9,5,10,12,5,8,1,1,0,0,1.45,4.75,6.25,15.933,18.476
04/01/2026,Alaves,Oviedo,1,1,D,0,0,D,Jesús Gil,18,18,7,6,11,20,6,7,3,3,1,1,1.9,3.0,5.25,6.875,7.667
04/01/2026,Mallorca,Girona,1,2,A,0,1,A,Javier Alberola,9,9,2,4,10,14,3,6,2,1,0,0,2.25,3.2,3.4,10.0,13.5
04/01/2026,Sociedad,Ath Madrid,1,1,D,0,0,D,Juan Martínez,18,10,8,2,11,13,6,6,3,2,0,0,3.9,3.6,1.91,10.581,11.444
09/01/2026,Getafe,Sociedad,1,2,A,0,1,A,Francisco Hernández,6,12,3,5,17,17,2,4,2,1,0,0,3.3,2.9,2.45,13.421,3.465
10/01/2026,Oviedo,Betis,1,1,D,0,0,D,Guillermo Cuadra,13,15,3,6,15,8,5,2,3,1,0,0,4.2,3.5,1.91,12.483,12.333
10/01/2026,Villarreal,Alaves,3,1,H,0,0,D,Alejandro Muñíz,11,16,4,5,10,14,1,6,0,2,0,0,1.45,4.33,7.0,16.318,7.697
10/01/2026,Girona,Osasuna,1,0,H,1,0,H,Alejandro Hernández,8,13,4,1,14,13,2,1,2,6,1,0,2.35,3.25,3.1,10.259,11.95
10/01/2026,Valencia,Elche,1,1,D,0,0,D,Miguel Ángel Ortiz Arias,16,5,4,1,14,14,8,6,2,3,0,0,2.2,3.2,3.5,11.37,7.5
11/01/2026,Vallecano,Mallorca,2,1,H,2,1,H,Juan Martínez,14,9,5,2,14,14,6,5,1,5,1,0,1.91,3.3,4.33,7.077,11.105
11/01/2026,Levante,Espanol,1,1,D,0,0,D,César Soto,8,19,2,3,10,9,4,3,0,1,0,0,3.1,3.3,2.35,10.913,9.194
12/01/2026,Sevilla,Celta,0,1,A,0,0,D,Jose Maria Sánchez,7,9,2,7,16,16,6,1,3,3,0,0,2.6,3.3,2.75,7.296,17.8
16/01/2026,Espanol,Girona,0,2,A,0,1,A,Iosu Galech,14,7,2,4,17,17,5,4,5,5,0,0,1.85,3.4,4.5,9.071,7.548
17/01/2026,Real Madrid,Levante,2,0,H,0,0,D,Miguel Sesma,26,10,11,0,12,14,8,0,2,1,0,0,1.17,8.0,15.0,8.3,25.733
17/01/2026,Mallorca,Ath Bilbao,3,2,H,2,2,D,José Guzmán,18,21,9,11,10,10,3,7,1,5,0,2,3.8,2.9,2.25,9.762,14.091
17/01/2026,Osasuna,Oviedo,3,2,H,1,1,D,Alejandro Quintero,16,13,5,5,14,15,3,6,1,4,1,0,1.75,3.4,5.25,7.75,10.333
17/01/2026,Betis,Villarreal,2,0,H,0,0,D,Víctor García,15,9,6,3,14,13,2,3,3,2,0,1,2.6,3.5,2.63,6.176,14.524
18/01/2026,Getafe,Valencia,0,1,A,0,0,D,Isidro Díaz de Mera,14,7,3,1,8,18,9,3,2,3,0,1,2.55,2.75,3.4,8.125,8.474
18/01/2026,Ath Madrid,Alaves,1,0,H,0,0,D,Guillermo Cuadra,23,8,6,0,13,5,6,6,1,1,0,0,1.3,5.25,10.0,7.706,25.25
18/01/2026,Celta,Vallecano,3,0,H,1,0,H,Mateo Busquets,11,14,7,3,7,14,5,7,4,3,0,1,2.05,3.2,4.0,12.85,13.857
18/01/2026,Sociedad,Barcelona,2,1,H,1,0,H,Jesús Gil,8,25,6,9,13,8,6,8,3,3,1,0,5.0,4.5,1.55,11.0,5.3
19/01/2026,Elche,Sevilla,2,2,D,1,0,H,Ricardo de Burgos,10,25,5,8,11,12,9,7,3,1,0,0,2.25,3.3,3.25,7.0,4.727
23/01/2026,Levante,Elche,3,2,H,0,1,A,José Luis Munuera,26,6,6,3,13,13,9,1,2,3,0,0,2.2,3.3,3.2,12.4,7.13
24/01/2026,Vallecano,Osasuna,1,3,A,0,1,A,Miguel Sesma,11,14,4,5,12,15,4,3,2,2,0,0,2.15,3.25,3.6,4.318,11.913
24/01/2026,Valencia,Espanol,3,2,H,1,0,H,Alejandro Hernández,10,16,5,6,13,10,2,7,1,5,0,0,2.45,3.1,3.1,9.115,6.724
24/01/2026,Sevilla,Ath Bilbao,2,1,H,1,1,D,Francisco Hernández,10,15,7,3,16,12,5,5,2,1,0,0,2.88,3.0,2.63,5.241,9.8
24/01/2026,Villarreal,Real Madrid,0,2,A,0,0,D,César Soto,8,14,1,4,19,10,6,6,3,1,0,0,3.4,3.9,2.0,10.241,10.435
25/01/2026,Ath Madrid,Mallorca,3,0,H,1,0,H,Jose Maria Sánchez,17,6,8,1,10,7,10,3,2,1,0,0,1.3,5.25,10.0,8.0,21.0
25/01/2026,Barcelona,Oviedo,3,0,H,0,0,D,Juan Martínez,15,12,7,3,8,21,10,1,1,2,0,0,1.11,10.0,19.0,5.963,11.806
25/01/2026,Sociedad,Celta,3,1,H,1,0,H,Javier Alberola,10,17,4,4,7,13,2,9,1,1,1,0,2.0,3.4,3.9,20.167,8.625
25/01/2026,Alaves,Betis,2,1,H,1,0,H,Miguel Ángel Ortiz Arias,17,18,9,4,17,11,6,4,1,1,0,0,2.75,3.0,2.7,10.115,5.441
26/01/2026,Girona,Getafe,1,1,D,0,0,D,Alejandro Quintero,12,8,4,2,13,15,3,4,5,3,0,0,2.1,3.0,4.1,6.227,15.524
30/01/2026,Espanol,Alaves,1,2,A,1,1,D,Miguel Sesma,10,11,3,7,15,15,4,2,0,1,0,0,1.95,3.0,4.5,8.643,10.333
31/01/2026,Oviedo,Girona,1,0,H,0,0,D,Javier Alberola,8,9,4,1,12,16,4,4,1,1,0,0,2.75,3.0,2.75,19.9,5.231
31/01/2026,Osasuna,Villarreal,2,2,D,2,1,H,Ricardo de Burgos,15,5,5,4,15,7,6,2,2,2,0,0,2.75,3.3,2.55,10.783,9.478
31/01/2026,Levante,Ath Madrid,0,0,D,0,0,D,Víctor García,10,10,2,4,11,12,4,7,2,1,0,0,5.25,4.0,1.62,10.833,10.333
31/01/2026,Elche,Barcelona,1,3,A,1,2,A,Alejandro Muñíz,9,30,3,8,15,9,2,8,2,1,0,0,7.5,5.75,1.33,15.545,8.037
01/02/2026,Real Madrid,Vallecano,2,1,H,1,0,H,Isidro Díaz de Mera,16,11,6,4,6,18,9,4,2,8,0,2,1.25,6.0,12.0,12.0,17.278
01/02/2026,Betis,Valencia,2,1,H,1,1,D,Jose Maria Sánchez,14,15,2,4,15,13,3,5,0,4,0,0,1.83,3.5,4.5,8.655,13.222
01/02/2026,Getafe,Celta,0,0,D,0,0,D,Iosu Galech,9,5,2,1,16,14,5,3,1,2,0,0,2.8,2.9,2.8,13.958,12.071
01/02/2026,Ath Bilbao,Sociedad,1,1,D,0,1,A,Guillermo Cuadra,19,9,4,6,14,14,6,3,4,2,0,1,2.3,3.1,3.4,6.7,11.471
02/02/2026,Mallorca,Sevilla,4,1,H,1,1,D,César Soto,11,15,7,5,16,8,4,8,1,1,0,0,2.4,3.2,3.1,9.273,5.591
06/02/2026,Celta,Osasuna,1,2,A,0,1,A,José Luis Munuera,18,8,4,2,9,14,7,3,2,2,0,0,1.95,3.3,4.1,21.0,16.45
07/02/2026,Barcelona,Mallorca,3,0,H,1,0,H,Alejandro Quintero,24,9,7,4,7,9,12,3,0,0,0,0,1.14,9.0,15.0,7.588,17.333
07/02/2026,Sociedad,Elche,3,1,H,2,1,H,José Guzmán,11,11,3,5,14,8,2,4,0,4,0,0,1.67,4.0,5.0,12.407,7.952
08/02/2026,Alaves,Getafe,0,2,A,0,0,D,Juan Martínez,13,17,5,5,20,20,6,3,2,5,0,0,2.3,2.8,3.9,4.069,5.535
08/02/2026,Ath Bilbao,Levante,4,2,H,2,0,H,Alejandro Muñíz,22,6,7,3,17,10,4,3,2,1,0,1,1.62,3.9,6.0,8.548,15.944
08/02/2026,Sevilla,Girona,1,1,D,0,1,A,Jesús Gil,11,15,3,6,16,13,5,7,3,3,0,0,2.15,3.3,3.5,12.0,7.893
08/02/2026,Ath Madrid,Betis,0,1,A,0,1,A,Mateo Busquets,10,8,5,4,12,3,7,3,3,1,0,0,1.48,4.75,6.25,12.111,85.0
08/02/2026,Valencia,Real Madrid,0,2,A,0,0,D,Javier Alberola,7,11,0,6,10,13,5,8,1,1,0,0,5.25,4.75,1.55,16.125,9.65
09/02/2026,Villarreal,Espanol,4,1,H,2,0,H,Adrián Cordero,10,9,3,2,18,11,5,8,3,3,0,0,1.7,4.33,4.33,11.435,12.417
13/02/2026,Elche,Osasuna,0,0,D,0,0,D,Jose Maria Sánchez,17,6,5,2,13,18,10,3,2,4,0,0,2.7,3.3,2.55,5.955,8.607
14/02/2026,Espanol,Celta,2,2,D,0,1,A,Guillermo Cuadra,9,14,3,5,9,11,2,2,1,0,0,0,2.35,3.2,3.0,13.864,17.071
14/02/2026,Getafe,Villarreal,2,1,H,1,0,H,Miguel Sesma,5,8,2,2,21,17,3,4,2,3,0,0,3.25,3.1,2.25,4.976,6.0
14/02/2026,Sevilla,Alaves,1,1,D,1,0,H,Iosu Galech,4,12,2,1,16,13,0,3,5,0,2,0,2.1,3.1,3.6,11.913,4.889
14/02/2026,Real Madrid,Sociedad,4,1,H,3,1,H,Francisco Hernández,11,13,5,3,10,9,4,6,1,1,0,0,1.33,5.25,8.0,15.545,17.263
15/02/2026,Oviedo,Ath Bilbao,1,2,A,1,0,H,Mateo Busquets,7,13,1,4,8,20,2,3,2,3,0,0,3.6,3.1,2.15,8.333,7.771
15/02/2026,Vallecano,Ath Madrid,3,0,H,2,0,H,Ricardo de Burgos,13,9,9,3,10,13,4,8,1,3,0,0,4.2,3.3,1.83,12.958,11.474
15/02/2026,Levante,Valencia,0,2,A,0,0,D,Miguel Ángel Ortiz Arias,9,5,1,2,11,10,3,2,3,2,1,0,2.63,3.25,2.6,11.286,14.412
15/02/2026,Mallorca,Betis,1,2,A,0,2,A,Isidro Díaz de Mera,14,17,3,8,16,10,7,3,4,3,0,0,2.88,3.2,2.45,9.143,50.857
16/02/2026,Girona,Barcelona,2,1,H,0,0,D,César Soto,13,27,9,4,10,6,3,7,1,2,1,0,7.0,5.0,1.36,22.882,7.833
18/02/2026,Levante,Villarreal,0,1,A,0,0,D,Juan Martínez,16,15,4,6,13,20,3,2,3,4,0,0,4.0,4.0,1.8,8.81,9.875
20/02/2026,Ath Bilbao,Elche,2,1,H,0,0,D,Alejandro Hernández,18,2,8,2,18,9,4,1,3,3,0,0,1.67,3.8,5.25,7.135,10.278
21/02/2026,Sociedad,Oviedo,3,3,D,0,0,D,José Luis Munuera,15,14,8,6,13,16,7,6,2,1,0,0,1.48,3.9,7.5,6.125,10.156
21/02/2026,Betis,Vallecano,1,1,D,1,1,D,Juan Martínez,14,12,3,3,14,13,3,5,4,3,0,0,1.9,3.4,4.33,14.55,9.435
21/02/2026,Osasuna,Real Madrid,2,1,H,1,0,H,Alejandro Quintero,13,15,2,5,19,10,3,7,2,4,0,0,4.75,4.0,1.7,18.176,8.95
21/02/2026,Ath Madrid,Espanol,4,2,H,1,1,D,Alejandro Muñíz,18,8,9,2,8,10,5,3,0,1,0,0,1.5,4.1,7.0,9.64,22.0
22/02/2026,Getafe,Sevilla,0,1,A,0,0,D,Mateo Busquets,6,6,3,1,5,18,2,2,1,1,1,0,2.35,2.9,3.5,38.222,2.969
22/02/2026,Barcelona,Levante,3,0,H,2,0,H,Javier Alberola,22,5,9,2,12,10,13,6,2,1,0,0,1.11,11.0,15.0,6.957,23.556
22/02/2026,Celta,Mallorca,2,0,H,0,0,D,José Guzmán,20,1,7,0,11,10,7,2,1,5,0,0,1.83,3.5,4.5,9.52,24.0
22/02/2026,Villarreal,Valencia,2,1,H,2,1,H,Jesús Gil,12,8,5,3,7,16,5,4,2,4,0,0,1.7,4.0,4.5,19.429,7.783
23/02/2026,Alaves,Girona,2,2,D,1,1,D,Adrián Cordero,17,10,6,5,18,6,7,6,2,2,0,0,2.3,3.0,3.5,8.484,10.231
27/02/2026,Levante,Alaves,2,0,H,0,0,D,Francisco Hernández,22,17,5,7,14,16,10,6,1,6,0,1,2.63,3.1,2.8,7.9,8.833
28/02/2026,Vallecano,Ath Bilbao,1,1,D,1,0,H,Víctor García,15,8,7,2,8,17,5,4,2,3,0,0,2.4,3.1,3.2,7.941,6.292
28/02/2026,Barcelona,Villarreal,4,1,H,2,0,H,Isidro Díaz de Mera,19,6,8,1,11,9,3,2,2,1,0,0,1.3,6.5,7.0,4.359,26.125
28/02/2026,Mallorca,Sociedad,0,1,A,0,1,A,Miguel Sesma,6,12,1,2,6,22,3,7,0,2,0,0,3.0,3.3,2.4,27.0,9.5
28/02/2026,Oviedo,Ath Madrid,0,1,A,0,0,D,César Soto,16,12,6,1,12,6,8,3,2,2,0,0,5.75,3.6,1.67,15.952,12.059
01/03/2026,Elche,Espanol,2,2,D,1,1,D,Iosu Galech,17,9,9,4,14,23,3,1,1,6,0,1,2.38,3.3,3.0,6.353,16.773
01/03/2026,Valencia,Osasuna,1,0,H,0,0,D,Adrián Cordero,14,8,1,0,14,13,5,4,3,3,0,0,2.35,3.2,3.25,9.208,10.143
01/03/2026,Betis,Sevilla,2,2,D,2,0,H,Ricardo de Burgos,9,14,2,6,12,15,4,3,3,3,0,0,1.75,3.8,4.5,13.115,16.333
01/03/2026,Girona,Celta,1,2,A,1,0,H,Miguel Ángel Ortiz Arias,15,7,7,5,9,8,10,6,2,2,0,0,2.38,3.3,3.0,17.0,17.588
02/03/2026,Real Madrid,Getafe,0,1,A,0,1,A,Alejandro Muñíz,18,9,7,3,11,17,10,2,4,6,1,1,1.3,5.5,10.0,4.368,16.167
04/03/2026,Vallecano,Oviedo,3,0,H,1,0,H,Alejandro Hernández,19,8,7,2,10,10,12,2,0,2,0,0,1.67,3.75,5.25,9.042,9.043
06/03/2026,Celta,Real Madrid,1,2,A,1,1,D,Isidro Díaz de Mera,8,14,4,3,4,12,1,6,1,2,0,0,3.1,3.3,2.3,36.727,11.179
07/03/2026,Osasuna,Mallorca,2,2,D,0,1,A,Alejandro Hernández,22,8,5,4,11,12,8,0,2,5,1,1,1.73,3.6,5.0,12.05,13.25
07/03/2026,Levante,Girona,1,1,D,0,0,D,Guillermo Cuadra,14,22,4,5,15,9,2,3,2,2,1,0,2.8,3.4,2.45,11.87,9.053
07/03/2026,Ath Madrid,Sociedad,3,2,H,1,1,D,Adrián Cordero,24,7,9,3,6,10,8,1,1,1,0,0,1.62,3.9,5.25,11.435,12.812
07/03/2026,Ath Bilbao,Barcelona,0,1,A,0,0,D,José Luis Munuera,10,7,3,2,11,9,2,4,2,1,0,0,4.75,4.5,1.62,16.821,8.938
08/03/2026,Villarreal,Elche,2,1,H,2,0,H,Víctor García,16,13,7,6,11,16,4,6,1,2,0,0,1.5,4.5,6.0,17.526,6.071
08/03/2026,Getafe,Betis,2,0,H,2,0,H,Francisco Hernández,9,14,5,5,19,8,3,8,3,2,0,0,2.8,2.9,2.8,18.053,4.882
08/03/2026,Sevilla,Vallecano,1,1,D,1,0,H,Alejandro Muñíz,11,9,2,2,13,15,6,2,1,3,0,0,2.55,3.1,3.0,10.5,5.143
08/03/2026,Valencia,Alaves,3,2,H,0,1,A,José Guzmán,19,10,8,4,9,17,10,2,1,6,0,2,2.05,3.1,4.1,9.895,11.12
09/03/2026,Espanol,Oviedo,1,1,D,1,1,D,Javier Alberola,28,6,9,3,19,13,8,0,3,2,0,0,1.85,3.4,4.33,5.5,13.81
13/03/2026,Alaves,Villarreal,1,1,D,1,0,H,Alejandro Quintero,8,10,0,4,19,11,5,2,4,1,0,0,3.25,3.4,2.2,6.759,8.4
14/03/2026,Girona,Ath Bilbao,3,0,H,1,0,H,Iosu Galech,14,20,6,9,8,16,2,9,0,2,0,0,2.75,3.4,2.5,19.067,9.182
14/03/2026,Ath Madrid,Getafe,1,0,H,1,0,H,Miguel Ángel Ortiz Arias,16,7,5,3,11,11,10,3,3,3,0,1,1.57,3.8,6.5,4.357,13.16
14/03/2026,Oviedo,Valencia,1,0,H,1,0,H,Miguel Sesma,11,13,6,2,12,11,4,7,3,2,0,0,2.88,3.2,2.55,12.409,11.812
14/03/2026,Real Madrid,Elche,4,1,H,2,0,H,Jesús Gil,14,11,6,1,11,21,5,4,1,3,0,0,1.33,5.5,7.5,13.864,8.7
15/03/2026,Mallorca,Espanol,2,1,H,0,1,A,Ricardo de Burgos,26,10,12,2,11,14,5,6,3,3,0,1,2.3,3.2,3.3,5.762,18.706
15/03/2026,Barcelona,Sevilla,5,2,H,3,1,H,Juan Martínez,13,8,8,4,5,14,3,4,0,1,0,0,1.25,6.5,10.0,9.958,17.48
15/03/2026,Betis,Celta,1,1,D,0,1,A,Jose Maria Sánchez,19,7,6,3,11,16,3,4,2,3,0,0,2.2,3.3,3.4,15.0,12.55
15/03/2026,Sociedad,Osasuna,3,1,H,2,0,H,Guillermo Cuadra,14,13,6,5,16,11,3,5,3,0,0,0,1.83,3.5,4.33,7.0,13.318
16/03/2026,Vallecano,Levante,1,1,D,0,1,A,César Soto,18,19,4,5,10,13,5,6,3,5,1,0,1.7,3.75,5.0,9.889,12.824
20/03/2026,Villarreal,Sociedad,3,1,H,3,0,H,Miguel Ángel Ortiz Arias,21,11,10,4,10,11,4,5,0,2,0,0,1.91,3.7,3.9,36.0,9.24
21/03/2026,Elche,Mallorca,2,1,H,0,0,D,Javier Alberola,13,11,4,4,12,11,2,2,2,2,0,0,2.1,3.3,3.6,6.464,9.045
21/03/2026,Espanol,Getafe,1,2,A,0,2,A,Isidro Díaz de Mera,15,10,5,5,14,20,12,9,2,7,0,0,2.35,3.0,3.4,4.25,8.7
21/03/2026,Levante,Oviedo,4,2,H,2,2,D,Jesús Gil,20,10,8,2,17,18,3,1,2,3,0,0,2.2,3.3,3.4,8.303,5.24
21/03/2026,Osasuna,Girona,1,0,H,0,0,D,José Guzmán,19,5,11,0,18,7,6,2,2,1,0,0,2.15,3.4,3.4,10.778,11.64
21/03/2026,Sevilla,Valencia,0,2,A,0,2,A,Víctor García,13,9,2,4,13,6,1,3,2,1,0,0,2.3,3.2,3.3,8.4,20.923
22/03/2026,Barcelona,Vallecano,1,0,H,1,0,H,Adrián Cordero,15,8,4,4,12,11,6,9,3,4,0,0,1.25,7.0,9.5,3.902,12.192
22/03/2026,Celta,Alaves,3,4,A,3,1,H,Miguel Sesma,12,14,5,6,13,16,4,1,2,2,0,0,1.83,3.3,5.0,9.143,12.043
22/03/2026,Ath Bilbao,Betis,2,1,H,2,0,H,Alejandro Muñíz,11,11,6,3,10,6,6,5,1,1,0,0,2.2,3.4,3.25,15.538,10.667
22/03/2026,Real Madrid,Ath Madrid,3,2,H,0,1,A,José Luis Munuera,17,13,10,7,2,15,4,1,1,4,1,0,1.95,4.0,3.5,20.769,18.0
03/04/2026,Vallecano,Elche,1,0,H,0,0,D,José Luis Munuera,21,9,5,4,17,9,9,4,0,4,0,1,1.75,3.9,4.75,4.214,12.588
04/04/2026,Sociedad,Levante,2,0,H,1,0,H,Alejandro Muñíz,18,8,5,4,11,15,11,5,2,3,0,0,1.57,4.2,5.5,9.0,11.2
04/04/2026,Mallorca,Real Madrid,2,1,H,1,0,H,Jose Maria Sánchez,6,15,2,6,16,13,6,4,3,2,0,0,5.5,4.33,1.57,13.565,9.111
04/04/2026,Betis,Espanol,0,0,D,0,0,D,Guillermo Cuadra,19,8,6,1,12,18,4,3,1,3,0,0,1.73,4.0,4.75,5.375,27.714
04/04/2026,Ath Madrid,Barcelona,1,2,A,1,1,D,Mateo Busquets,6,22,2,8,15,11,1,9,6,2,1,0,3.1,3.8,2.15,16.368,10.526
05/04/2026,Getafe,Ath Bilbao,2,0,H,1,0,H,Juan Martínez,10,5,6,0,11,11,4,3,3,1,0,0,3.0,2.88,2.7,13.273,4.65
05/04/2026,Valencia,Celta,2,3,A,1,0,H,Iosu Galech,13,9,4,5,14,21,6,0,1,3,0,0,2.3,3.3,3.2,13.474,7.875
05/04/2026,Oviedo,Sevilla,1,0,H,1,0,H,Alejandro Hernández,7,9,4,0,11,12,5,9,5,3,0,1,2.8,3.1,2.7,8.2,14.095
05/04/2026,Alaves,Osasuna,2,2,D,1,1,D,César Soto,18,8,6,5,7,17,7,1,2,5,0,0,2.5,3.2,2.9,24.5,9.947
06/04/2026,Girona,Villarreal,1,0,H,1,0,H,Adrián Cordero,10,9,2,0,8,9,7,4,2,2,0,0,3.2,3.6,2.2,13.211,12.667
10/04/2026,Real Madrid,Girona,1,1,D,0,0,D,Javier Alberola,22,10,9,2,9,13,10,1,2,1,0,0,1.3,6.0,8.5,10.6,20.5
11/04/2026,Sociedad,Alaves,3,3,D,2,2,D,Víctor García,12,12,4,2,11,18,9,5,2,4,1,0,1.73,3.7,4.75,9.818,11.5
11/04/2026,Elche,Valencia,1,0,H,0,0,D,Francisco Hernández,8,22,2,8,15,18,5,9,1,1,0,0,2.5,3.3,2.88,7.16,7.966
11/04/2026,Barcelona,Espanol,4,1,H,2,0,H,Alejandro Hernández,20,10,10,2,10,18,7,5,3,6,0,0,1.29,6.0,9.0,4.792,15.515
11/04/2026,Sevilla,Ath Madrid,2,1,H,2,1,H,Isidro Díaz de Mera,11,13,2,2,7,12,6,6,4,4,0,0,2.7,3.1,2.8,20.412,7.333
12/04/2026,Osasuna,Betis,1,1,D,1,1,D,Miguel Sesma,12,8,4,3,14,12,6,3,3,4,0,0,2.2,3.4,3.3,10.808,17.5
12/04/2026,Mallorca,Vallecano,3,0,H,2,0,H,Jesús Gil,12,17,4,3,13,11,6,7,1,4,0,0,2.38,3.25,3.0,10.44,10.944
12/04/2026,Celta,Oviedo,0,3,A,0,2,A,Miguel Ángel Ortiz Arias,9,8,6,5,9,13,4,1,1,2,0,0,1.7,3.7,5.25,6.286,18.0
12/04/2026,Ath Bilbao,Villarreal,1,2,A,0,2,A,José Guzmán,18,12,6,6,15,8,15,3,2,3,0,0,2.3,3.5,3.1,6.967,18.938
13/04/2026,Levante,Getafe,1,0,H,0,0,D,Alejandro Quintero,22,5,4,1,12,24,8,2,2,7,0,1,2.75,3.0,2.88,4.9,7.276
21/04/2026,Ath Bilbao,Osasuna,1,0,H,1,0,H,Víctor García,7,8,2,3,12,11,5,4,3,2,1,0,1.8,3.4,4.5,12.966,8.65
21/04/2026,Mallorca,Valencia,1,1,D,0,0,D,César Soto,20,10,8,3,9,12,7,4,0,2,0,0,2.6,3.1,2.88,9.455,15.722
21/04/2026,Girona,Betis,2,3,A,1,1,D,Iosu Galech,9,7,2,3,11,18,3,1,1,3,0,0,2.38,3.3,3.0,15.211,10.633
21/04/2026,Real Madrid,Alaves,2,1,H,1,0,H,Juan Martínez,24,19,8,5,14,12,9,6,1,1,0,0,1.22,6.5,12.0,10.579,14.391
22/04/2026,Elche,Ath Madrid,3,2,H,2,2,D,Guillermo Cuadra,14,6,6,3,11,12,13,3,2,2,0,1,2.55,3.8,2.45,6.042,12.571
22/04/2026,Sociedad,Getafe,0,1,A,0,1,A,Mateo Busquets,13,5,4,0,13,22,6,3,4,5,0,0,2.3,3.0,3.5,3.192,14.632
22/04/2026,Barcelona,Celta,1,0,H,1,0,H,José Luis Munuera,10,6,3,3,13,10,5,3,1,1,0,0,1.22,6.5,11.0,9.679,14.69
23/04/2026,Levante,Sevilla,2,0,H,1,0,H,Jose Maria Sánchez,8,7,3,0,17,16,3,6,3,4,0,0,2.4,3.25,3.0,9.63,9.6
23/04/2026,Vallecano,Espanol,1,0,H,0,0,D,Adrián Cordero,17,15,6,4,12,15,6,5,2,4,0,0,2.1,3.25,3.75,12.5,6.226
23/04/2026,Oviedo,Villarreal,1,1,D,0,1,A,Ricardo de Burgos,16,7,4,3,9,11,7,0,1,1,0,0,3.6,3.4,2.05,7.135,18.158
24/04/2026,Betis,Real Madrid,1,1,D,0,1,A,César Soto,19,12,4,8,10,8,7,6,1,2,0,0,3.7,4.2,1.85,17.5,17.579
25/04/2026,Alaves,Mallorca,2,1,H,0,1,A,Javier Alberola,15,4,4,2,15,14,9,4,2,1,0,0,2.2,3.0,3.8,11.542,11.75
25/04/2026,Getafe,Barcelona,0,2,A,0,1,A,Francisco Hernández,4,13,0,4,15,8,6,3,2,2,0,0,5.25,3.8,1.67,16.12,4.533
25/04/2026,Valencia,Girona,2,1,H,0,0,D,Alejandro Muñíz,12,7,3,4,22,8,4,4,2,2,0,0,2.1,3.4,3.5,9.939,8.5
25/04/2026,Ath Madrid,Ath Bilbao,3,2,H,0,1,A,Jesús Gil,6,12,4,4,8,12,3,4,0,0,0,0,2.2,3.6,3.1,15.111,16.565
26/04/2026,Vallecano,Sociedad,3,3,D,1,1,D,José Guzmán,24,13,9,8,14,12,6,4,6,4,1,0,2.7,3.1,2.7,5.0,9.667
26/04/2026,Oviedo,Elche,1,2,A,0,2,A,Jose Maria Sánchez,12,4,3,4,21,14,6,1,2,0,0,1,2.4,3.25,3.1,5.296,13.6
26/04/2026,Osasuna,Sevilla,2,1,H,0,0,D,Miguel Ángel Ortiz Arias,15,8,7,2,11,13,4,4,2,2,0,0,2.05,3.25,4.0,10.214,14.1
26/04/2026,Villarreal,Celta,2,1,H,2,0,H,Alejandro Quintero,13,9,4,3,13,16,7,5,3,6,0,0,2.05,3.4,3.7,16.941,12.5
27/04/2026,Espanol,Levante,0,0,D,0,0,D,Mateo Busquets,9,8,3,4,12,15,4,4,3,3,1,0,2.0,3.4,3.8,8.875,9.583
