Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Home_PPDA,Away_PPDA
30/12/15,Sevilla,Espanol,2,0,H,2,0,H,Ignacio Iglesias,15,12,10,1,15,16,6,6,3,3,0,0,1.4,4.75,7.0,9.679,7.857
30/12/15,Vallecano,Ath Madrid,0,2,A,0,0,D,José Sánchez,10,17,3,6,12,15,3,8,3,3,0,0,6.5,3.8,1.53,4.633,6.026
31/12/15,Villarreal,Valencia,1,0,H,0,0,D,Alfonso Álvarez,9,6,3,2,21,19,3,6,1,3,0,0,1.8,3.5,4.5,6.406,9.08
02/01/16,Ath Madrid,Levante,1,0,H,0,0,D,Carlos Clos Gómez,16,9,2,1,12,14,13,1,0,4,0,0,1.2,6.5,17.0,5.919,7.926
02/01/16,Espanol,Barcelona,0,0,D,0,0,D,José González,4,10,1,2,22,10,6,10,5,3,0,0,14.0,7.0,1.2,6.596,2.545
02/01/16,Malaga,Celta,2,0,H,2,0,H,Iñaki Bikandi,14,8,4,1,22,11,5,2,4,2,0,1,2.4,3.3,3.0,6.879,7.125
03/01/16,Ath Bilbao,Las Palmas,2,2,D,1,0,H,Carlos del Cerro,16,11,5,5,24,13,5,5,3,4,0,0,1.36,5.0,8.5,5.431,6.741
03/01/16,Betis,Eibar,0,4,A,0,2,A,Eduardo Prieto,9,6,5,5,16,14,6,2,4,3,0,0,2.4,3.25,3.1,5.71,7.935
03/01/16,Granada,Sevilla,2,1,H,2,1,H,Alberto Undiano,9,14,4,7,17,13,2,9,2,2,0,1,4.33,3.6,1.85,8.0,6.833
03/01/16,La Coruna,Villarreal,1,2,A,0,1,A,David Fernández,11,6,4,4,13,11,9,3,3,3,0,0,2.7,3.2,2.7,6.541,13.579
03/01/16,Valencia,Real Madrid,2,2,D,1,1,D,José Sánchez,11,17,4,4,18,17,4,7,1,1,0,1,6.0,4.33,1.53,8.676,6.925
03/01/16,Vallecano,Sociedad,2,2,D,1,1,D,Antonio Matéu Lahoz,12,15,5,7,15,11,7,7,3,3,0,0,2.63,3.3,2.75,7.429,4.296
04/01/16,Sp Gijon,Getafe,1,2,A,1,0,H,Daniel Ask,17,11,4,2,13,14,4,2,3,3,0,0,2.25,3.3,3.3,7.583,5.1
09/01/16,Barcelona,Granada,4,0,H,2,0,H,Carlos Velasco,17,8,8,4,14,19,7,0,1,4,0,0,1.05,15.0,34.0,4.824,12.692
09/01/16,Getafe,Betis,1,0,H,0,0,D,Alfonso Álvarez,8,11,3,2,19,11,8,4,1,3,0,0,1.95,3.5,4.0,5.931,5.176
09/01/16,Levante,Vallecano,2,1,H,0,0,D,Mario Melero,10,10,4,4,16,15,5,5,5,1,0,0,2.15,3.4,3.4,10.045,5.107
09/01/16,Real Madrid,La Coruna,5,0,H,2,0,H,Pedro Pérez,23,18,9,4,9,8,5,9,0,3,0,0,1.11,9.0,21.0,8.613,13.917
09/01/16,Sevilla,Ath Bilbao,2,0,H,1,0,H,Eduardo Prieto,4,11,4,3,14,13,6,8,2,3,0,0,2.1,3.5,3.5,11.25,8.367
10/01/16,Celta,Ath Madrid,0,2,A,0,0,D,Ricardo de Burgos,6,10,1,3,14,14,4,4,2,1,0,0,4.5,3.5,1.8,4.583,8.132
10/01/16,Eibar,Espanol,2,1,H,1,1,D,Santiago Jaime,20,7,6,4,13,15,8,2,3,2,0,0,2.0,3.3,4.0,7.074,5.714
10/01/16,Las Palmas,Malaga,1,1,D,0,0,D,Ignacio Iglesias,5,11,3,3,21,11,2,5,5,4,0,0,2.7,3.1,2.8,6.367,11.821
10/01/16,Sociedad,Valencia,2,0,H,0,0,D,Alejandro Hernández,24,10,7,3,16,13,5,6,3,4,0,0,2.25,3.3,3.3,6.0,12.647
10/01/16,Villarreal,Sp Gijon,2,0,H,1,0,H,Jesús Gil,7,12,4,2,10,12,3,9,4,2,0,0,1.5,4.33,6.5,10.261,8.188
16/01/16,Celta,Levante,4,3,H,2,0,H,Carlos del Cerro,14,17,6,7,14,16,6,2,1,4,0,0,1.62,3.8,6.0,6.2,8.968
16/01/16,Sevilla,Malaga,2,1,H,2,0,H,Daniel Ask,8,14,4,3,21,21,6,4,2,2,1,1,1.67,3.8,5.25,5.241,6.146
16/01/16,Sociedad,La Coruna,1,1,D,0,1,A,Juan Martínez,16,7,6,4,9,11,9,4,1,3,0,0,1.95,3.3,4.2,7.04,23.727
16/01/16,Villarreal,Betis,0,0,D,0,0,D,José González,9,15,2,2,12,11,7,11,2,1,0,0,1.45,4.33,8.0,9.121,11.625
17/01/16,Barcelona,Ath Bilbao,6,0,H,2,0,H,Antonio Matéu Lahoz,20,9,8,3,6,7,6,2,2,2,0,1,1.14,8.0,19.0,5.095,19.647
17/01/16,Getafe,Espanol,3,1,H,2,1,H,Carlos Clos Gómez,18,13,4,6,12,13,3,7,2,2,0,0,2.2,3.2,3.5,22.812,5.452
17/01/16,Las Palmas,Ath Madrid,0,3,A,0,1,A,Iñaki Bikandi,11,11,3,5,7,21,3,4,0,2,0,0,6.5,3.6,1.62,9.217,6.814
17/01/16,Real Madrid,Sp Gijon,5,1,H,5,0,H,Alberto Undiano,17,9,10,2,10,15,4,4,1,1,0,0,1.05,17.0,26.0,7.172,21.435
17/01/16,Valencia,Vallecano,2,2,D,0,1,A,Eduardo Prieto,13,18,5,8,17,20,7,9,1,3,0,0,1.62,4.0,5.5,8.4,5.526
18/01/16,Eibar,Granada,5,1,H,2,0,H,José Sánchez,12,4,7,1,11,17,3,2,1,4,0,0,1.83,3.5,4.5,6.84,8.7
22/01/16,Sp Gijon,Sociedad,5,1,H,3,1,H,David Fernández,11,9,7,3,13,12,6,2,2,2,0,0,3.1,3.2,2.45,11.2,4.556
23/01/16,Espanol,Villarreal,2,2,D,2,1,H,Pedro Pérez,11,14,5,5,12,15,3,9,3,1,1,0,2.9,3.2,2.55,11.077,9.077
23/01/16,Granada,Getafe,3,2,H,2,0,H,Ricardo de Burgos,20,9,9,2,12,16,5,3,3,3,0,0,2.63,3.1,2.88,6.486,8.417
23/01/16,Malaga,Barcelona,1,2,A,1,1,D,Carlos Clos Gómez,15,12,9,6,16,9,4,3,3,3,0,0,8.5,5.5,1.33,9.6,4.393
23/01/16,Vallecano,Celta,3,0,H,3,0,H,Santiago Jaime,26,3,10,1,20,13,7,1,3,5,0,0,2.7,3.4,2.63,3.484,5.7
24/01/16,Ath Bilbao,Eibar,5,2,H,3,1,H,Jesús Gil,10,9,5,2,13,14,7,2,2,2,0,0,1.67,3.75,5.5,6.769,9.957
24/01/16,Ath Madrid,Sevilla,0,0,D,0,0,D,Ignacio Iglesias,21,7,3,1,13,13,8,5,4,3,0,1,1.67,3.5,6.0,4.16,10.818
24/01/16,Betis,Real Madrid,1,1,D,1,0,H,Juan Martínez,4,18,2,8,17,13,1,9,3,2,0,0,9.5,5.75,1.3,12.0,6.485
24/01/16,La Coruna,Valencia,1,1,D,1,0,H,Mario Melero,10,10,2,3,13,9,8,6,3,3,0,0,2.25,3.3,3.3,8.4,9.833
25/01/16,Levante,Las Palmas,3,2,H,1,0,H,Carlos Velasco,12,13,8,4,22,11,2,4,2,4,1,0,2.38,3.1,3.25,10.588,5.143
30/01/16,Barcelona,Ath Madrid,2,1,H,2,1,H,Alberto Undiano,10,7,4,4,7,18,8,6,0,3,0,2,1.5,4.2,7.0,4.107,11.812
30/01/16,Eibar,Malaga,1,2,A,0,1,A,Antonio Matéu Lahoz,11,7,3,4,9,15,1,2,1,3,0,0,2.38,3.25,3.0,3.231,8.182
30/01/16,Getafe,Ath Bilbao,0,1,A,0,1,A,Daniel Ask,11,13,3,3,13,18,7,5,2,5,1,0,3.4,3.3,2.2,6.591,5.738
30/01/16,Sociedad,Betis,2,1,H,2,0,H,Eduardo Prieto,11,8,4,1,13,9,3,4,1,4,0,0,1.67,3.75,5.5,7.528,22.7
30/01/16,Villarreal,Granada,1,0,H,0,0,D,Carlos del Cerro,12,7,6,2,10,11,8,0,4,3,0,0,1.44,4.5,7.5,6.742,10.571
31/01/16,Las Palmas,Celta,2,1,H,1,1,D,José Sánchez,13,5,5,2,13,18,7,3,6,2,0,1,2.38,3.3,3.1,5.395,8.088
31/01/16,Real Madrid,Espanol,6,0,H,4,0,H,Alejandro Hernández,18,15,7,5,20,20,3,1,1,5,0,0,1.1,11.0,21.0,5.533,15.261
31/01/16,Sevilla,Levante,3,1,H,1,0,H,Alfonso Álvarez,14,22,8,4,8,8,5,9,1,1,0,0,1.33,5.0,10.0,11.273,13.0
31/01/16,Valencia,Sp Gijon,0,1,A,0,0,D,José González,16,7,3,3,15,21,6,3,0,2,0,0,1.75,3.75,4.75,3.774,9.138
01/02/16,La Coruna,Vallecano,2,2,D,1,2,A,Iñaki Bikandi,17,7,5,3,6,15,5,4,0,0,0,0,1.91,3.6,4.0,6.345,6.583
05/02/16,Malaga,Getafe,3,0,H,3,0,H,Juan Martínez,8,6,4,2,10,10,4,6,3,3,0,0,1.57,3.75,6.5,9.065,6.571
06/02/16,Ath Bilbao,Villarreal,0,0,D,0,0,D,Mario Melero,10,2,1,2,19,20,5,3,4,4,1,1,1.83,3.6,4.5,4.903,10.25
06/02/16,Ath Madrid,Eibar,3,1,H,0,0,D,David Fernández,13,6,4,2,15,18,5,2,2,3,0,0,1.36,4.5,9.5,7.286,7.462
06/02/16,Sp Gijon,La Coruna,1,1,D,1,1,D,Alejandro Hernández,11,5,2,4,10,13,4,3,2,2,0,0,2.5,3.25,2.9,9.125,4.935
06/02/16,Vallecano,Las Palmas,2,0,H,1,0,H,Ignacio Iglesias,18,9,8,4,16,15,5,5,3,1,0,0,1.91,3.6,4.0,6.727,7.241
07/02/16,Betis,Valencia,1,0,H,0,0,D,José Sánchez,6,7,2,2,17,19,4,5,4,5,0,1,2.63,3.1,2.88,5.128,3.816
07/02/16,Celta,Sevilla,1,1,D,0,1,A,Carlos Velasco,25,9,5,2,15,16,10,5,3,3,0,1,3.2,3.3,2.3,3.462,14.913
07/02/16,Granada,Real Madrid,1,2,A,0,1,A,Jesús Gil,14,14,2,4,20,8,3,6,3,2,0,0,12.0,6.0,1.25,9.35,8.0
07/02/16,Levante,Barcelona,0,2,A,0,1,A,Pedro Pérez,11,11,3,4,15,10,2,5,4,3,0,0,15.0,7.5,1.18,12.857,3.643
08/02/16,Espanol,Sociedad,0,5,A,0,2,A,Santiago Jaime,5,12,1,6,13,11,4,5,1,2,0,0,2.7,3.1,2.8,4.143,9.281
12/02/16,Sp Gijon,Vallecano,2,2,D,2,1,H,Carlos Clos Gómez,11,15,5,4,14,12,3,7,3,4,0,0,2.38,3.4,3.0,13.0,5.571
13/02/16,La Coruna,Betis,2,2,D,1,2,A,Alberto Undiano,25,4,11,2,14,13,11,0,1,0,0,0,1.8,3.5,4.75,5.781,7.905
13/02/16,Real Madrid,Ath Bilbao,4,2,H,3,1,H,Alfonso Álvarez,19,10,9,3,6,8,5,2,1,2,1,0,1.29,6.0,9.5,12.733,13.567
13/02/16,Valencia,Espanol,2,1,H,0,0,D,Carlos del Cerro,17,19,4,6,8,19,9,9,1,3,0,0,1.75,3.6,5.0,5.476,6.429
13/02/16,Villarreal,Malaga,1,0,H,1,0,H,Iñaki Bikandi,12,7,5,2,13,15,5,1,2,1,0,0,2.05,3.3,3.8,9.12,8.414
14/02/16,Barcelona,Celta,6,1,H,1,1,D,Alejandro Hernández,19,10,11,4,10,16,1,1,0,4,0,0,1.08,11.0,26.0,4.879,9.606
14/02/16,Eibar,Levante,2,0,H,1,0,H,Daniel Ask,15,8,6,3,15,12,8,2,3,2,0,0,1.8,3.5,4.75,7.355,8.381
14/02/16,Getafe,Ath Madrid,0,1,A,0,1,A,Antonio Matéu Lahoz,11,6,0,3,9,9,5,4,2,3,0,0,6.5,3.8,1.57,10.783,12.172
14/02/16,Sevilla,Las Palmas,2,0,H,0,0,D,Eduardo Prieto,9,11,5,3,15,11,8,3,1,3,0,0,1.33,5.0,10.0,6.2,10.217
14/02/16,Sociedad,Granada,3,0,H,2,0,H,José González,12,15,6,2,9,18,7,13,1,2,0,0,1.53,4.0,6.5,5.97,4.629
17/02/16,Sp Gijon,Barcelona,1,3,A,1,2,A,Ricardo de Burgos,6,17,2,8,11,7,1,4,2,1,0,0,19.0,8.0,1.14,25.118,3.429
19/02/16,Levante,Getafe,3,0,H,2,0,H,José González,12,14,6,6,12,13,6,8,2,2,0,0,2.2,3.3,3.4,8.174,5.741
20/02/16,Betis,Sp Gijon,1,1,D,0,0,D,Alfonso Álvarez,17,4,6,3,15,25,10,4,2,3,0,0,2.05,3.3,3.8,4.122,6.0
20/02/16,Celta,Eibar,3,2,H,2,0,H,Mario Melero,14,7,9,3,6,25,6,1,3,2,0,0,2.0,3.5,3.8,5.107,9.278
20/02/16,Espanol,La Coruna,1,0,H,0,0,D,Ricardo de Burgos,16,17,9,3,19,4,7,4,3,1,0,0,2.38,3.3,3.0,8.71,7.647
20/02/16,Las Palmas,Barcelona,1,2,A,1,2,A,Carlos del Cerro,16,13,3,8,10,13,3,6,1,2,0,0,15.0,7.5,1.18,16.5,9.233
21/02/16,Ath Bilbao,Sociedad,0,1,A,0,1,A,José Sánchez,9,9,2,4,21,16,9,3,7,6,0,0,1.8,3.5,4.75,3.0,8.56
21/02/16,Ath Madrid,Villarreal,0,0,D,0,0,D,Eduardo Prieto,12,5,3,0,11,13,10,2,2,2,0,0,1.53,3.8,7.5,6.235,7.857
21/02/16,Granada,Valencia,1,2,A,0,0,D,Iñaki Bikandi,15,10,4,6,18,18,6,3,2,3,0,0,2.88,3.2,2.55,7.697,9.033
21/02/16,Malaga,Real Madrid,1,1,D,0,1,A,Ignacio Iglesias,11,14,5,7,14,12,6,6,5,2,0,0,4.75,3.8,1.73,9.387,6.043
21/02/16,Vallecano,Sevilla,2,2,D,1,2,A,Daniel Ask,13,14,4,7,14,23,3,17,6,2,0,0,3.1,3.6,2.2,4.182,6.179
26/02/16,Eibar,Las Palmas,0,1,A,0,1,A,Pedro Pérez,10,12,4,4,16,9,6,6,4,1,0,0,1.75,3.6,5.0,5.634,13.538
27/02/16,Betis,Vallecano,2,2,D,2,0,H,Antonio Matéu Lahoz,20,11,4,4,16,15,8,8,2,3,0,0,2.2,3.3,3.4,6.744,4.207
27/02/16,Getafe,Celta,0,1,A,0,0,D,David Fernández,14,9,2,3,11,14,4,5,3,4,0,0,3.2,3.3,2.3,7.208,7.52
27/02/16,Real Madrid,Ath Madrid,0,1,A,0,0,D,Carlos Clos Gómez,15,9,3,5,15,13,2,5,3,4,0,0,1.73,3.6,5.25,2.891,14.185
27/02/16,Sociedad,Malaga,1,1,D,0,0,D,Alberto Undiano,11,8,3,3,17,14,8,3,4,5,0,0,2.2,3.25,3.5,5.593,9.048
27/02/16,Sp Gijon,Espanol,2,4,A,1,1,D,Carlos Velasco,13,12,5,7,14,14,5,2,5,2,1,0,2.3,3.2,3.3,6.5,5.842
28/02/16,Barcelona,Sevilla,2,1,H,1,1,D,Santiago Jaime,17,11,8,4,13,10,6,7,3,2,0,0,1.14,8.0,15.0,4.273,12.423
28/02/16,La Coruna,Granada,0,1,A,0,1,A,Juan Martínez,13,10,2,3,12,12,6,6,2,3,1,0,1.8,3.5,4.75,5.0,13.368
28/02/16,Valencia,Ath Bilbao,0,3,A,0,0,D,Jesús Gil,9,13,3,4,9,13,7,7,2,0,0,0,2.3,3.2,3.3,19.667,8.611
28/02/16,Villarreal,Levante,3,0,H,2,0,H,Alejandro Hernández,9,7,3,1,15,12,3,4,0,2,0,1,1.67,3.6,5.75,10.138,10.467
01/03/16,Ath Madrid,Sociedad,3,0,H,1,0,H,Alejandro Hernández,12,7,5,1,19,10,8,1,1,2,0,0,1.4,4.33,9.0,9.967,12.16
01/03/16,Las Palmas,Getafe,4,0,H,2,0,H,Mario Melero,11,10,5,2,20,12,2,6,5,2,0,1,2.05,3.4,3.75,6.71,11.643
02/03/16,Ath Bilbao,La Coruna,4,1,H,2,0,H,Antonio Matéu Lahoz,12,7,6,4,5,14,1,2,1,3,0,0,1.53,4.0,7.0,12.684,13.292
02/03/16,Celta,Villarreal,0,0,D,0,0,D,Santiago Jaime,11,6,4,3,9,2,2,1,2,5,0,0,2.2,3.3,3.4,5.393,20.588
02/03/16,Levante,Real Madrid,1,3,A,1,2,A,Ricardo de Burgos,11,21,4,8,12,11,3,10,2,1,0,0,7.0,4.75,1.44,11.957,8.7
02/03/16,Malaga,Valencia,1,2,A,1,1,D,José González,10,11,1,2,19,16,4,5,6,5,0,0,2.05,3.3,3.8,5.05,6.16
02/03/16,Sevilla,Eibar,1,0,H,1,0,H,Juan Martínez,14,11,4,6,12,13,12,6,1,2,0,1,1.4,4.75,8.0,10.571,7.545
03/03/16,Espanol,Betis,0,3,A,0,2,A,José Sánchez,16,9,3,6,20,13,5,0,4,2,0,0,1.95,3.5,4.0,4.765,10.444
03/03/16,Granada,Sp Gijon,2,0,H,0,0,D,Daniel Ask,13,4,8,0,24,13,4,1,7,3,0,1,2.1,3.3,3.75,6.226,14.1
03/03/16,Vallecano,Barcelona,1,5,A,0,2,A,Iñaki Bikandi,8,20,4,8,17,9,3,5,0,2,2,0,13.0,7.0,1.2,12.12,6.654
05/03/16,Getafe,Sevilla,1,1,D,0,0,D,Eduardo Prieto,13,7,3,4,12,14,10,9,5,2,0,0,3.8,3.5,2.0,9.65,6.31
05/03/16,La Coruna,Malaga,3,3,D,1,1,D,Carlos Velasco,14,5,7,2,11,13,10,4,4,2,0,1,2.5,3.1,3.0,9.81,11.65
05/03/16,Real Madrid,Celta,7,1,H,1,0,H,Jesús Gil,20,8,12,3,13,12,10,5,2,3,0,0,1.3,6.0,8.0,9.962,19.0
05/03/16,Villarreal,Las Palmas,0,1,A,0,1,A,Carlos Clos Gómez,13,10,2,3,9,8,6,2,1,2,0,0,1.62,3.75,6.0,9.545,16.737
06/03/16,Betis,Granada,2,0,H,0,0,D,Ignacio Iglesias,10,10,4,4,9,19,6,4,3,7,1,1,2.1,3.4,3.6,15.438,7.174
06/03/16,Eibar,Barcelona,0,4,A,0,2,A,Alberto Undiano,7,9,0,7,18,10,6,2,3,2,0,0,10.0,6.5,1.25,15.265,7.316
06/03/16,Sociedad,Levante,1,1,D,1,1,D,Pedro Pérez,15,10,3,3,12,16,10,3,3,3,0,0,1.57,3.75,7.0,5.472,8.56
06/03/16,Sp Gijon,Ath Bilbao,0,2,A,0,1,A,Carlos del Cerro,5,10,1,6,17,14,3,0,1,1,0,1,4.0,3.3,2.0,9.032,6.081
06/03/16,Valencia,Ath Madrid,1,3,A,1,1,D,Alfonso Álvarez,10,21,3,5,13,11,6,7,1,1,1,0,4.0,3.3,2.0,8.258,6.697
07/03/16,Espanol,Vallecano,2,1,H,1,0,H,David Fernández,9,7,8,1,16,15,8,3,3,4,1,0,1.95,3.5,4.0,13.269,3.885
11/03/16,Malaga,Sp Gijon,1,0,H,1,0,H,Ricardo de Burgos,13,9,3,4,8,13,3,4,2,4,0,0,1.62,3.8,6.0,6.917,7.741
12/03/16,Ath Madrid,La Coruna,3,0,H,1,0,H,Mario Melero,15,6,7,2,12,8,10,1,1,1,0,0,1.25,5.5,15.0,12.864,15.462
12/03/16,Barcelona,Getafe,6,0,H,4,0,H,Pedro Pérez,16,6,9,1,7,13,5,3,0,3,0,0,1.06,15.0,26.0,5.517,20.1
12/03/16,Celta,Sociedad,1,0,H,1,0,H,Juan Martínez,7,15,1,6,21,9,5,3,3,2,0,0,2.1,3.4,3.5,9.222,6.69
12/03/16,Vallecano,Eibar,1,1,D,1,1,D,Alfonso Álvarez,12,7,3,1,17,18,8,0,5,1,0,1,2.2,3.6,3.1,3.655,8.0
13/03/16,Ath Bilbao,Betis,3,1,H,2,0,H,Santiago Jaime,18,3,9,1,12,9,5,6,1,0,0,0,1.44,4.33,8.0,6.844,12.429
13/03/16,Las Palmas,Real Madrid,1,2,A,0,1,A,David Fernández,15,12,6,4,10,13,6,5,4,3,0,1,9.5,5.25,1.33,11.115,11.48
13/03/16,Levante,Valencia,1,0,H,0,0,D,Carlos del Cerro,13,6,6,1,16,16,8,0,2,4,0,0,2.63,3.25,2.8,8.111,8.95
13/03/16,Sevilla,Villarreal,4,2,H,1,2,A,Carlos Velasco,14,13,4,6,10,12,5,8,1,1,1,0,1.73,3.75,5.0,8.045,14.278
14/03/16,Granada,Espanol,1,1,D,1,0,H,José González,8,10,1,2,12,20,2,8,5,3,1,0,2.15,3.3,3.5,11.059,5.133
18/03/16,Getafe,Eibar,1,1,D,1,0,H,Ignacio Iglesias,8,20,4,6,12,12,3,3,1,2,0,0,2.1,3.25,3.75,8.76,4.531
19/03/16,Betis,Malaga,0,1,A,0,0,D,Carlos Clos Gómez,16,13,5,5,15,9,5,7,3,2,0,0,2.6,3.1,2.9,5.824,10.474
19/03/16,Granada,Vallecano,2,2,D,1,1,D,Alejandro Hernández,11,22,2,6,8,9,6,12,1,5,1,0,2.15,3.4,3.4,13.115,5.636
19/03/16,La Coruna,Levante,2,1,H,1,0,H,Iñaki Bikandi,15,7,6,1,8,12,2,1,2,3,0,0,1.91,3.4,4.33,13.375,10.278
19/03/16,Sociedad,Las Palmas,0,1,A,0,1,A,Antonio Matéu Lahoz,13,12,3,7,16,17,11,5,4,5,0,0,1.67,3.5,6.0,5.867,12.136
19/03/16,Sp Gijon,Ath Madrid,2,1,H,0,1,A,Jesús Gil,12,4,3,1,14,11,7,2,5,2,0,0,8.5,3.6,1.53,5.818,12.28
20/03/16,Espanol,Ath Bilbao,2,1,H,0,1,A,Eduardo Prieto,16,14,7,4,7,13,6,2,3,3,0,0,3.1,3.4,2.3,12.435,6.269
20/03/16,Real Madrid,Sevilla,4,0,H,1,0,H,Daniel Ask,26,8,12,4,10,9,8,8,2,2,0,0,1.33,5.5,8.5,6.917,21.231
20/03/16,Valencia,Celta,0,2,A,0,0,D,Alberto Undiano,14,13,4,6,14,14,4,5,1,0,0,0,2.3,3.5,3.0,6.342,6.0
20/03/16,Villarreal,Barcelona,2,2,D,0,2,A,José Sánchez,15,15,6,6,17,9,4,4,8,4,0,0,8.5,5.25,1.33,15.56,7.043
01/04/16,Vallecano,Getafe,2,0,H,1,0,H,Santiago Jaime,16,14,7,3,10,10,9,6,4,5,1,0,1.91,3.6,4.0,5.538,6.852
02/04/16,Ath Madrid,Betis,5,1,H,2,0,H,José González,19,8,12,5,14,12,5,5,1,3,0,0,1.4,4.33,10.0,7.103,11.222
02/04/16,Barcelona,Real Madrid,1,2,A,0,0,D,Alejandro Hernández,14,14,3,6,17,15,4,3,3,2,0,1,1.57,4.5,5.5,5.139,15.885
02/04/16,Celta,La Coruna,1,1,D,1,1,D,David Fernández,9,7,2,3,15,8,11,0,4,2,0,1,1.75,3.8,4.75,4.692,12.826
02/04/16,Las Palmas,Valencia,2,1,H,0,1,A,Pedro Pérez,13,7,6,4,8,17,8,2,2,4,0,0,2.38,3.25,3.1,5.483,10.9
03/04/16,Ath Bilbao,Granada,1,1,D,1,0,H,Carlos Velasco,8,9,1,2,16,14,13,1,2,5,0,0,1.44,4.33,8.0,6.132,14.312
03/04/16,Eibar,Villarreal,1,2,A,1,1,D,Carlos del Cerro,10,8,3,4,15,12,4,3,3,3,0,0,3.1,3.0,2.55,6.543,8.077
03/04/16,Malaga,Espanol,1,1,D,1,1,D,Juan Martínez,11,5,5,1,14,15,5,1,2,4,0,0,1.85,3.4,4.75,4.387,12.409
03/04/16,Sevilla,Sociedad,1,2,A,0,2,A,Carlos Clos Gómez,15,9,6,2,22,12,8,3,4,3,0,1,1.62,4.0,5.5,4.207,10.0
04/04/16,Levante,Sp Gijon,0,0,D,0,0,D,Mario Melero,16,11,4,1,17,12,4,6,4,4,1,0,2.1,3.25,3.75,6.625,8.652
08/04/16,Granada,Malaga,0,0,D,0,0,D,Daniel Ask,9,9,1,2,14,10,5,5,1,3,0,0,2.3,3.2,3.3,8.12,8.577
09/04/16,Betis,Levante,1,0,H,0,0,D,Eduardo Prieto,7,12,2,3,13,18,4,3,4,3,0,0,2.05,3.25,3.75,7.265,6.938
09/04/16,Espanol,Ath Madrid,1,3,A,1,1,D,Ricardo de Burgos,10,14,3,5,13,14,3,5,2,2,0,0,4.0,3.1,2.05,6.167,10.522
09/04/16,Real Madrid,Eibar,4,0,H,4,0,H,José Sánchez,13,9,6,2,9,13,6,7,1,3,0,0,1.17,7.5,13.0,6.375,10.1
09/04/16,Sociedad,Barcelona,1,0,H,1,0,H,Ignacio Iglesias,5,13,1,6,14,13,5,9,1,3,0,0,6.0,4.33,1.5,14.737,2.879
10/04/16,Ath Bilbao,Vallecano,1,0,H,0,0,D,Jesús Gil,14,12,7,4,8,14,0,5,1,3,0,0,1.53,4.0,6.0,15.35,8.4
10/04/16,Sp Gijon,Celta,0,1,A,0,0,D,Antonio Matéu Lahoz,9,17,2,5,8,11,7,7,2,5,0,0,3.1,3.25,2.3,13.476,6.25
10/04/16,Valencia,Sevilla,2,1,H,1,0,H,Iñaki Bikandi,23,7,9,4,15,18,10,3,2,2,0,0,2.2,3.4,3.2,6.867,6.077
10/04/16,Villarreal,Getafe,2,0,H,1,0,H,Alberto Undiano,13,16,3,3,9,12,8,5,2,2,0,0,1.5,3.8,7.5,6.69,7.679
11/04/16,La Coruna,Las Palmas,1,3,A,0,0,D,Alfonso Álvarez,19,13,5,6,8,9,7,4,1,1,0,0,2.05,3.3,3.6,12.194,11.375
15/04/16,Levante,Espanol,2,1,H,1,1,D,Alejandro Hernández,12,10,4,2,10,12,4,6,5,0,0,0,2.45,3.3,3.0,9.722,7.88
16/04/16,Celta,Betis,1,1,D,0,1,A,Ricardo de Burgos,18,9,5,4,14,18,12,4,4,3,0,0,1.6,4.2,5.5,5.52,22.5
16/04/16,Eibar,Sociedad,2,1,H,1,1,D,Mario Melero,9,7,4,4,16,11,2,0,3,3,0,0,2.7,3.25,2.7,5.75,4.824
16/04/16,Getafe,Real Madrid,1,5,A,0,2,A,José González,12,21,5,11,10,10,5,6,4,1,0,0,9.5,6.0,1.29,13.56,7.909
16/04/16,Las Palmas,Sp Gijon,1,1,D,1,0,H,Alberto Undiano,10,12,4,2,11,21,3,10,2,5,0,0,1.95,3.5,4.0,9.45,6.938
17/04/16,Ath Madrid,Granada,3,0,H,1,0,H,Eduardo Prieto,8,11,3,0,16,14,4,2,3,5,0,0,1.22,6.0,15.0,4.979,14.737
17/04/16,Barcelona,Valencia,1,2,A,0,2,A,David Fernández,22,7,7,2,12,15,7,2,3,3,0,0,1.14,9.0,17.0,3.781,16.611
17/04/16,Malaga,Ath Bilbao,0,1,A,0,0,D,José Sánchez,17,6,7,3,13,14,8,2,3,5,0,0,2.3,3.25,3.25,9.762,4.718
17/04/16,Sevilla,La Coruna,1,1,D,1,0,H,Santiago Jaime,12,5,3,4,15,8,10,0,2,2,0,0,1.53,4.2,6.0,10.2,12.72
17/04/16,Vallecano,Villarreal,2,1,H,1,1,D,Ignacio Iglesias,14,6,6,2,14,15,4,3,2,3,0,0,2.6,3.3,2.75,4.212,14.385
19/04/16,Betis,Las Palmas,1,0,H,0,0,D,Iñaki Bikandi,20,3,6,0,14,12,6,3,2,1,0,1,2.1,3.5,3.5,13.304,16.6
19/04/16,Espanol,Celta,1,1,D,1,1,D,Eduardo Prieto,8,3,3,1,15,13,2,2,1,1,0,0,2.38,3.3,3.0,9.474,4.889
20/04/16,Ath Bilbao,Ath Madrid,0,1,A,0,1,A,Juan Martínez,12,8,6,2,9,6,6,4,0,0,0,0,4.0,3.3,2.0,5.5,11.879
